citation,year,keywords,value,mentions_data,mentions_code,ipums,github_link,dataverse,osf_link,on_request,volume
"Michael Grätz, Kieron J. Barclay, Øyvind N. Wiborg, Torkild H. Lyngstad, Aleksi Karhula, Jani Erola, Patrick Präg, Thomas Laidley, Dalton Conley; Sibling Similarity in Education Across and Within Societies. Demography 1 June 2021; 58 (3): 1011–1037. doi: https://doi.org/10.1215/00703370-9164021",2021,"Cross-national comparison, Educational inequality, Family background, Siblings",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Dafna Gelbgiser; Socioeconomic Segregation, Campus Social Context, and Disparities in Bachelor's Degree Attainment. Demography 1 June 2021; 58 (3): 1039–1064. doi: https://doi.org/10.1215/00703370-9162131",2021,"Campus social context, Bachelor's degree attainment, Socioeconomic inequality, Socioeconomic segregation, Postsecondary education","I combine the ELS data with information from the College Scorecard Data, a publicly available data set that is also compiled by the U.S. Department of Education. This data set contains annual institution-level information on campuses obtained from various government agencies, including the National Student Loan Data System, the U.S. Department of the Treasury, and the Integrated Postsecondary Education Data System (IPEDS).3 The main advantage of these data is that they are exogenous to the characteristics of ELS respondents and reflect the variability of all students in the entering cohort at each campus, including older students and other nontraditional student populations. Using these data, I can compare observationally similar students that attend colleges with similar organizational characteristics but experience different campus social contexts.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Dafna Gelbgiser; Socioeconomic Segregation, Campus Social Context, and Disparities in Bachelor's Degree Attainment. Demography 1 June 2021; 58 (3): 1039–1064. doi: https://doi.org/10.1215/00703370-9162131",2021,"Campus social context, Bachelor's degree attainment, Socioeconomic inequality, Socioeconomic segregation, Postsecondary education",The College Scorecard data are available at https://collegescorecard.ed.gov/data. I use the college identifier for ELS students’ first postsecondary institution in order to link the College Scorecard Data from the 2004–2005 cohort.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Dafna Gelbgiser; Socioeconomic Segregation, Campus Social Context, and Disparities in Bachelor's Degree Attainment. Demography 1 June 2021; 58 (3): 1039–1064. doi: https://doi.org/10.1215/00703370-9162131",2021,"Campus social context, Bachelor's degree attainment, Socioeconomic inequality, Socioeconomic segregation, Postsecondary education","I tested the validity of these scores by calculating an alternative factor score for a subset of institutions for which data on average and median family income were available from the Opportunity Insights project (available at https://opportunityinsights.org/data). The correlation between the social context ranks is .90 and .74 for four- and two-year colleges, respectively, and the respective average differences in percentile rank are −0.98 and −0.04.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Kate C. Prickett, Jennifer March Augustine; Trends in Mothers' Parenting Time by Education and Work From 2003 to 2017. Demography 1 June 2021; 58 (3): 1065–1091. doi: https://doi.org/10.1215/00703370-9160022",2017,"Motherhood, Parenting, Childcare, Time use, Work, Education",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Pilar Gonalons-Pons, Christine R. Schwartz, Kelly Musick; Changes in Couples' Earnings Following Parenthood and Trends in Family Earnings Inequality. Demography 1 June 2021; 58 (3): 1093–1117. doi: https://doi.org/10.1215/00703370-9160055",2021,"Economic homogamy, Assortative mating, Division of paid labor, Inequality, Parenthood, Life course",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Zachary Parolin; Decomposing the Decline of Cash Assistance in the United States, 1993 to 2016. Demography 1 June 2021; 58 (3): 1119–1141. doi: https://doi.org/10.1215/00703370-9157471",2016,"Poverty, Social policy, Welfare state, Cash assistance, TANF",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Julia Behrman, Margaret Frye; Attitudes Toward Intimate Partner Violence in Dyadic Perspective: Evidence From Sub-Saharan Africa. Demography 1 June 2021; 58 (3): 1143–1170. doi: https://doi.org/10.1215/00703370-9115955",2021,"Violence, Family, Concordance, Africa",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Andrew Fenelon, Michel Boudreaux, Natalie Slopen, Sandra J. Newman; The Benefits of Rental Assistance for Children's Health and School Attendance in the United States. Demography 1 August 2021; 58 (4): 1171–1195. doi: https://doi.org/10.1215/00703370-9305166",2021,"Rental assistance, Health inequality, School days, Public housing, United States",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Max Besbris, Ariela Schachter, John Kuk; The Unequal Availability of Rental Housing Information Across Neighborhoods. Demography 1 August 2021; 58 (4): 1197–1221. doi: https://doi.org/10.1215/00703370-9357518",2021,"Rental housing, Housing search, Craigslist, Neighborhood inequality, Racial/ethnic inequality",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
Ariel J. Binder; Rising Inequality in Mothers' Employment Statuses: The Role of Intergenerational Transmission. Demography 1 August 2021; 58 (4): 1223–1248. doi: https://doi.org/10.1215/00703370-9398597,2021,"Maternal employment, Intergenerational transmission, Inequality and stratification, Decomposition analysis, Motherhood penalty",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Patrick Ishizuka, Kelly Musick; Occupational Inflexibility and Women's Employment During the Transition to Parenthood. Demography 1 August 2021; 58 (4): 1249–1274. doi: https://doi.org/10.1215/00703370-9373598",2021,"Gender, Parenthood, Occupations, Employment",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Patrick Ishizuka; The Motherhood Penalty in Context: Assessing Discrimination in a Polarized Labor Market. Demography 1 August 2021; 58 (4): 1275–1300. doi: https://doi.org/10.1215/00703370-9373587,2021,"Motherhood, Employment, Discrimination, Inequality",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Jonathan Marc Bearak, Anna Popinchalk, Kristen Lagasse Burke, Selena Anjur-Dietrich; Does the Impact of Motherhood on Women's Employment and Wages Differ for Women Who Plan Their Transition Into Motherhood?. Demography 1 August 2021; 58 (4): 1301–1325. doi: https://doi.org/10.1215/00703370-9295218",2021,"Motherhood, Gender, Labor markets, Planned and unplanned births",The work history file is available at https://www.nlsinfo.org/content/cohorts/nlsy79/topical-guide/employment/work-history-data.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Mieke C. W. Eeckhaut, Michael S. Rendall, Polina Zvavitch; Women's Use of Long-Acting Reversible Contraception for Birth Timing and Birth Stopping. Demography 1 August 2021; 58 (4): 1327–1346. doi: https://doi.org/10.1215/00703370-9386084",2021,"Fertility, Reproductive health, Long-acting reversible contraception, Pregnancy intention",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Marco Tosi, Alice Goisis; Mental Health Around the Transition to First Birth: Does Medically Assisted Reproduction Matter?. Demography 1 August 2021; 58 (4): 1347–1371. doi: https://doi.org/10.1215/00703370-9335177",2021,"Fertility, Subfertility, Mental health, Medically assisted reproduction","Fertility treatments are available through the National Health System (NHS) in the United Kingdom, but there are large regional disparities. For example, the NHS provides funding for up to three cycles of IVF in Scotland, up to two cycles in Wales, and up to one cycle in Northern Ireland. In contrast, in England, funding depends on the area where a couple lives. Thus, in England, the provision of fertility treatments is subject to the so-called postcode lottery. For example, whereas three IVF cycles are funded in Camden (London), the Clinical Commissioning Group does not offer any IVF cycle in North East Essex. Moreover, in addition to varying by region and (in England) area of residence, whether funding for IVF is granted depends on the woman’s age (usually whether she is younger than 40); her length of infertility (usually whether she has had at least two years of regular and unprotected intercourse), lifestyle factors, such as her BMI, smoking status, and relationship length; whether she or her partner has children from previous relationships (ESHRE 2017 European Audit Policy on Fertility). The eligibility criteria vary from area to area. The provision of other MAR treatments, such as intrauterine insemination, also varies by area. The UKHLS does not provide information as to whether a given MAR treatment took place in the private or public sector. We estimate, however, that most MAR treatments in our data took place in the private sector because in the United Kingdom, a larger proportion of such treatments are provided in the private sector. In 2013, 41.3% of IVF cycles were funded by the NHS, whereas 58.7% were funded privately (ESHRE 2017 European Audit Policy on Fertility). Because the proportion of NHS-funded MAR treatments remained stable in the United Kingdom from 2012 to 2017, we do not expect to observe systematic changes in the composition of MAR couples in our data.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Julia Hellstrand, Jessica Nisén, Vitor Miranda, Peter Fallesen, Lars Dommermuth, Mikko Myrskylä; Not Just Later, but Fewer: Novel Trends in Cohort Fertility in the Nordic Countries. Demography 1 August 2021; 58 (4): 1373–1399. doi: https://doi.org/10.1215/00703370-9373618",2021,"Nordic fertility regime, Period fertility, Cohort fertility, Fertility timing, Forecasting",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Steve Muchiri; Impact of Free/Subsidized Secondary School Education on the Likelihood of Teenage Motherhood. Demography 1 August 2021; 58 (4): 1401–1421. doi: https://doi.org/10.1215/00703370-9357498,2021,"Teenage motherhood, Sub-Saharan Africa, Education, Poverty, Educational policies",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Dina Maskileyson, Daniel Seddig, Eldad Davidov; The Comparability of Perceived Physical and Mental Health Measures Across Immigrants and Natives in the United States. Demography 1 August 2021; 58 (4): 1423–1443. doi: https://doi.org/10.1215/00703370-9304855",2021,"Immigration, Measurement equivalence, Multigroup confirmatory factor analysis (MGCFA), Alignment optimization, IPUMS Health Surveys",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Hui Liu, Rin Reczek; Birth Cohort Trends in Health Disparities by Sexual Orientation. Demography 1 August 2021; 58 (4): 1445–1472. doi: https://doi.org/10.1215/00703370-9357508",2021,"Sexual orientation, Birth cohort, Trends, Health disparities, Bisexuality",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Marcella Alsan, Vincenzo Atella, Jay Bhattacharya, Valentina Conti, Iván Mejía-Guevara, Grant Miller; Technological Progress and Health Convergence: The Case of Penicillin in Postwar Italy. Demography 1 August 2021; 58 (4): 1473–1498. doi: https://doi.org/10.1215/00703370-9368970",2021,"Mortality convergence, Mortality decline, Historical demography, Penicillin, Infectious disease mortality","To the best of our knowledge, formal demographic analyses of the quality and completeness of Italy’s historical mortality statistics have not been published. However, Italian vital statistics back to the nineteenth century are included in the Human Mortality Database (HMD), and data quality is a central criterion for HMD inclusion. The HMD is available at http://www.mortality.org/. Data documentation for the Italy HMD is available at http://www.mortality.org/hmd/ITA/InputDB/ITAcom.pdf.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
